Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR14560170,2022-01-18 22:11:08,2021-05-16 23:39:20,9658578,4848606156,9658578,502,2476,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560170/SRR14560170.lite.1,SRX10903512,RedRoyaleXX,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995689,SAMN19228411,simple,3649,Carica papaya,RedRoyaleXX,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,87B227A2871E5ADF78468DFB726C7717,44863B72F49D5650C66187D25FC6A429
SRR14560169,2022-01-18 22:11:08,2021-05-16 23:36:15,3979605,1997761710,3979605,502,964,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560169/SRR14560169.lite.1,SRX10903513,St,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995690,SAMN19228412,simple,3649,Carica papaya,St,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,0144A7FF934916EFC3991DAA08A49392,BA96BCA54A2380F6F78A53BF7E0F1DEA
SRR14560168,2022-01-18 22:11:08,2021-05-18 16:59:32,29037235,14576691970,29037235,502,7582,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560168/SRR14560168.lite.1,SRX10903514,SuiZhongHong48,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995691,SAMN19228413,simple,3649,Carica papaya,SuiZhongHong48,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,578F5AF0C69DD3F0B3AB97A733C0D754,F75B70897C82A567572B52F7C6EDBCFC
SRR14560167,2022-01-18 22:11:08,2021-05-16 23:48:17,18528089,9301100678,18528089,502,5296,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560167/SRR14560167.lite.1,SRX10903515,SunriseCU2H1XX,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995692,SAMN19228414,simple,3649,Carica papaya,SunriseCU2H1XX,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,06639F6A373E7F30E529F5BDCF54CB19,B64527822D91C0D51F4524CD6F7B46A1
SRR14560175,2022-01-18 22:11:08,2021-05-18 15:05:29,18478097,9276004694,18478097,502,4997,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560175/SRR14560175.lite.1,SRX10903507,Paw,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995685,SAMN19228406,simple,3649,Carica papaya,Paw,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,A3A6509E83BEEC74E177A43E661E495B,FCC561E897DAC34AFCBD87EB58DD6A1F
SRR14560174,2022-01-18 22:11:08,2021-05-18 14:24:59,22331101,11210212702,22331101,502,5995,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR014/14560/SRR14560174/SRR14560174.lite.1,SRX10903508,QingPiRiSheng,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995684,SAMN19228407,simple,3649,Carica papaya,QingPiRiSheng,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,5A5A12551F6ED37BD272CB7BDDB96309,76D70FC641BE7CBC31141837162E3821
SRR14560173,2022-01-18 22:11:08,2021-05-16 23:35:28,4675314,2177503814,4000000,465,1034,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560173/SRR14560173.lite.1,SRX10903509,RMHR-1-6-7,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995686,SAMN19228408,simple,3649,Carica papaya,RMHR-1-6-7,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,D34A16825E80E63D8657F5C588666932,39D8EFAAD2E09C5730DFDE1E90DDBF09
SRR14560172,2022-01-18 22:11:08,2021-05-18 15:22:41,20126258,10103381516,20126258,502,5450,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14560/SRR14560172/SRR14560172.lite.1,SRX10903510,Rd3,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995687,SAMN19228409,simple,3649,Carica papaya,Rd3,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,033E79F842DABF0AE0EBD2EF4BA50BC6,F8C8713DA544C24386569CBE14CD942E
SRR14560171,2022-01-18 22:11:08,2021-05-16 23:57:49,21268535,10676804570,21268535,502,6089,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560171/SRR14560171.lite.1,SRX10903511,RedRoyale,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995688,SAMN19228410,simple,3649,Carica papaya,RedRoyale,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,B971FE940616E5B73523D7CB2C3D686C,A139FC559D86ADB1870354A9C1B13EE1
SRR14560177,2022-01-18 22:11:08,2021-05-17 00:17:47,45642555,9219796110,45642555,202,5779,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR014/14560/SRR14560177/SRR14560177.lite.1,SRX10903505,Cp11,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995682,SAMN19228351,simple,3649,Carica papaya,Cp11,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,591F194580C442B0B404041FE9D0D65C,FD178912126787576B0301AF664F89EA
SRR14560180,2022-01-18 22:11:08,2021-05-16 23:35:48,4180103,2098411706,4180103,502,1009,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14560/SRR14560180/SRR14560180.lite.1,SRX10903502,L1,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995679,SAMN19228402,simple,3649,Carica papaya,L1,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,E89AF73F1144152146A7FECFECF46B97,A99A9C0FA674A9819A4D1EF99C637DAB
SRR14560179,2022-01-18 22:11:08,2021-05-16 23:36:51,4789439,2404298378,4789439,502,1151,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560179/SRR14560179.lite.1,SRX10903503,LM13,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995680,SAMN19228403,simple,3649,Carica papaya,LM13,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,49137F89FF51A85F58258E88BF49ED7F,8FAAC56B87EF9B428E0048E56E649BAD
SRR14560178,2022-01-18 22:11:08,2021-05-18 15:16:59,20939769,10511764038,20939769,502,5626,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14560/SRR14560178/SRR14560178.lite.1,SRX10903504,MHI-12,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995681,SAMN19228404,simple,3649,Carica papaya,MHI-12,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,211B8031CAB980290B2C66E0E3D00E12,A5182160400E31EA59048DDA0B608385
SRR14560176,2022-01-18 22:11:08,2021-05-16 23:39:42,8661305,4347975110,8661305,502,2232,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560176/SRR14560176.lite.1,SRX10903506,MeiZhongHong,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995683,SAMN19228405,simple,3649,Carica papaya,MeiZhongHong,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,476135D1C4DF9A579B0EEA812F6C166E,5802C584A7F66733FC64B7B15B16CED4
SRR14560185,2022-01-18 22:11:08,2021-05-18 17:16:11,27129355,13618936210,27129355,502,7138,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560185/SRR14560185.lite.1,SRX10903497,HuaKang,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995674,SAMN19228397,simple,3649,Carica papaya,HuaKang,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,04322B96C96248815B2BE6ADD8916236,74406629E7F5FF2351958DFBFD44FA2F
SRR14560184,2022-01-18 22:11:08,2021-05-18 17:45:25,30934555,15529146610,30934555,502,8065,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560184/SRR14560184.lite.1,SRX10903498,KaekDahm,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995675,SAMN19228398,simple,3649,Carica papaya,KaekDahm,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,17A310B77BA7CF4C56BFB48BDCB6CC59,7DF62E1952C43DE1E55D7A703F79B53A
SRR14560183,2022-01-18 22:11:08,2021-05-16 23:46:41,16253995,8159505490,16253995,502,4721,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14560/SRR14560183/SRR14560183.lite.1,SRX10903499,KamiyaCX10H2XX,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995676,SAMN19228399,simple,3649,Carica papaya,KamiyaCX10H2XX,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,3BC3B661507F16FE0257252923AD42D2,BA84147147462A51B6F067E6119E01FC
SRR14560182,2022-01-18 22:11:08,2021-05-17 00:13:38,18935901,9505822302,18935901,502,5443,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560182/SRR14560182.lite.1,SRX10903500,KapohoCW10H2XX,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995677,SAMN19228400,simple,3649,Carica papaya,KapohoCW10H2XX,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,895635F31433B602D7E106841941CB33,8CA841955FFD15198A79117C8FE298E6
SRR14560181,2022-01-18 22:11:08,2021-05-16 23:51:51,25845745,12974563990,25845745,502,6795,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14560/SRR14560181/SRR14560181.lite.1,SRX10903501,KhanKaen,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995678,SAMN19228401,simple,3649,Carica papaya,KhanKaen,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,74A94E97CCA182B540E7206FBA6BDA77,0A3FB8DC95A6FD5536F2F38A988959C9
SRR14560188,2022-01-18 22:11:08,2021-05-17 00:17:31,52530869,10611235538,52530869,202,6708,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR014/14560/SRR14560188/SRR14560188.lite.1,SRX10903494,Cp112,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995671,SAMN19228350,simple,3649,Carica papaya,Cp112,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,BFD10F183C6FDDCC7E246EA36F39AE04,8B494A28A60CA0C7DF31312204135557
SRR14560190,2022-01-18 22:11:08,2021-05-18 17:01:12,24986500,12543223000,24986500,502,6528,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560190/SRR14560190.lite.1,SRX10903492,HongRi1,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995669,SAMN19228393,simple,3649,Carica papaya,HongRi1,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,93E7AAF1CD3B0EF561D041B636236877,201BB3115BF7537F70233D0CBC3129AA
SRR14560189,2022-01-18 22:11:08,2021-05-18 15:33:43,29438377,14778065254,29438377,502,7726,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14560/SRR14560189/SRR14560189.lite.1,SRX10903493,HongRi2,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995670,SAMN19228394,simple,3649,Carica papaya,HongRi2,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,B482E3D6B15882A1B90454F149DE8BF9,09D93AC89BD91FC6874D03670B12DA78
SRR14560187,2022-01-18 22:11:08,2021-05-18 15:34:08,32996289,16564137078,32996289,502,8659,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR014/14560/SRR14560187/SRR14560187.lite.1,SRX10903495,HongRi3,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995672,SAMN19228395,simple,3649,Carica papaya,HongRi3,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,9131D0E738DDB074CEBCF644E78E8B45,10B90540655E7FC664ED22CE2879011D
SRR14560186,2022-01-18 22:11:08,2021-05-18 14:45:05,13101684,6577045368,13101684,502,3354,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14560/SRR14560186/SRR14560186.lite.1,SRX10903496,HongRi5,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995673,SAMN19228396,simple,3649,Carica papaya,HongRi5,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,CB65C18777F3D0BCA6FF0086EBB83E7B,4F9F6290B3DFA237E524E09A6A249EE5
SRR14560195,2022-01-18 22:11:08,2021-05-17 00:01:15,29987992,6057574384,29987992,202,3382,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560195/SRR14560195.lite.1,SRX10903487,HCAR 321,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995664,SAMN19228388,simple,3649,Carica papaya,HCAR 321,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,757455F232A3D6D883CDD9E01E0759B3,8F238DD374B0BC2BD33AF5BD043C1ACA
SRR14560194,2022-01-18 22:11:08,2021-05-18 17:27:28,28277465,14195287430,28277465,502,7486,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560194/SRR14560194.lite.1,SRX10903488,Heriloom,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995665,SAMN19228389,simple,3649,Carica papaya,Heriloom,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,C4D1915DF921468C2AB3F4DC6CACB48F,426E80B8777EB0273F6348C7E49285D2
SRR14560193,2022-01-18 22:11:08,2021-05-18 17:51:04,25177134,12638921268,25177134,502,6679,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560193/SRR14560193.lite.1,SRX10903489,HongFei,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995666,SAMN19228390,simple,3649,Carica papaya,HongFei,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,5C196D1C9A3DCF5CBCB6854621696C25,31345A1F25F135195EF2C5FB673B949F
SRR14560191,2022-01-18 22:11:08,2021-05-18 14:48:52,19772372,9925730744,19772372,502,5325,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560191/SRR14560191.lite.1,SRX10903491,HongLing,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995668,SAMN19228392,simple,3649,Carica papaya,HongLing,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,74E55B34A5BF4C78F678A7FB1A4A1B60,553A567F6AF4318D3F33EDC9ED52BCD6
SRR14560192,2022-01-18 22:11:08,2021-05-18 16:01:51,26314857,13210058214,26314857,502,6928,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR014/14560/SRR14560192/SRR14560192.lite.1,SRX10903490,HongLing2,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995667,SAMN19228391,simple,3649,Carica papaya,HongLing2,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,A2FF72EE5FA101A2D479DE84F8D756F8,EA33184CF0B4114437C90D0AF2C4FAF4
SRR14560200,2022-01-18 22:11:08,2021-05-16 23:59:44,16799494,3393497788,16799494,202,1879,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR014/14560/SRR14560200/SRR14560200.lite.1,SRX10903482,HCAR 302,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995659,SAMN19228384,simple,3649,Carica papaya,HCAR 302,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,9D109103354C2A20CC1295D3D33ABF91,2A89E3793829BA441BDC0DE43CA680BB
SRR14560199,2022-01-18 22:11:08,2021-05-17 00:14:33,30596007,6180393414,30596007,202,3686,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560199/SRR14560199.lite.1,SRX10903483,CR6-16XX,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995660,SAMN19228349,simple,3649,Carica papaya,CR6-16XX,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,611771C15D3859E1894C8A368BB38300,45F8B1044CAB5D6D8F6083D15F4C353B
SRR14560198,2022-01-18 22:11:08,2021-05-16 23:59:33,13912543,2810333686,13912543,202,1563,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560198/SRR14560198.lite.1,SRX10903484,HCAR 309,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995661,SAMN19228385,simple,3649,Carica papaya,HCAR 309,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,3E9D47D56AF2B43F7A8DEB746D182318,84E86B89CDBB4C50F98E9F25EA90AEBC
SRR14560197,2022-01-18 22:11:08,2021-05-16 23:52:50,15850446,3201790092,15850446,202,1762,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR014/14560/SRR14560197/SRR14560197.lite.1,SRX10903485,HCAR 310,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995662,SAMN19228386,simple,3649,Carica papaya,HCAR 310,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,8ECE814E130CCA2C33255D7004E9B8DA,F848B3EAE788EDEA4B5EE0C45C09E181
SRR14560196,2022-01-18 22:11:08,2021-05-16 23:56:46,15531622,3137387644,15531622,202,1730,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560196/SRR14560196.lite.1,SRX10903486,HCAR 314,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995663,SAMN19228387,simple,3649,Carica papaya,HCAR 314,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,36DCA28EB1414FE1B504560F974BCEE7,C0F0BE8156DEBEC9CBA496531715C177
SRR14560205,2022-01-18 22:11:08,2021-05-16 23:42:00,9910614,4975128228,9910614,502,2546,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560205/SRR14560205.lite.1,SRX10903477,7o,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995654,SAMN19228345,simple,3649,Carica papaya,7o,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,C45232B88ED71E93EA0DBCA28E33C8B7,38AAD1A5EE6A3A77B99D558647A13DA0
SRR14560204,2022-01-18 22:11:08,2021-05-16 23:47:46,17859040,8965238080,17859040,502,5136,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR014/14560/SRR14560204/SRR14560204.lite.1,SRX10903478,AU9xx,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995655,SAMN19228346,simple,3649,Carica papaya,AU9xx,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,39ADF1767C4216542AAB3268918CDD03,C6D6DE2DEBC44222826CF7B6E62EF497
SRR14560203,2022-01-18 22:11:08,2021-05-17 00:03:55,22674546,4580258292,22674546,202,2735,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560203/SRR14560203.lite.1,SRX10903479,Cp172,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995656,SAMN19228355,simple,3649,Carica papaya,Cp172,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,E135636BB6B8113A33AF4720564B482C,611832A4F241E65300F961781F3B249B
SRR14560148,2022-01-18 22:11:08,2021-05-17 00:10:01,31997441,6463483082,31997441,202,3836,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560148/SRR14560148.lite.1,SRX10903480,Cp173,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995657,SAMN19228356,simple,3649,Carica papaya,Cp173,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,4B3C1351A598F6D088E922823F1B723E,51ACFDD146ED00EA1DC2D1A0C7D1C7F7
SRR14560201,2022-01-18 22:11:08,2021-05-17 00:17:32,48174233,9731195066,48174233,202,6225,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14560/SRR14560201/SRR14560201.lite.1,SRX10903481,HCAR 27,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995658,SAMN19228383,simple,3649,Carica papaya,HCAR 27,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,30C0CECBCD631F590303AF640AA0B162,7186F460987940F33228320F6270B9D3
SRR14560209,2022-01-18 22:11:08,2021-05-17 01:18:09,47308928,9556403456,47308928,202,6099,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR014/14560/SRR14560209/SRR14560209.lite.1,SRX10903472,HCAR 17,WGS,PCR,GENOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319216,PRJNA727683,,727683,SRS8995649,SAMN19228378,simple,3649,Carica papaya,HCAR 17,,,,,,,no,,,,,FUJIAN AGRICULTURE AND UNIVERSITY,SRA1232859,,public,EB92E5E18E8D64819AEEC7ED8906B8BC,3B63E44A8A33F3972941F2656120199A
